codigo_formateado;Descripcion;tipo;tipo_material;acabado;color_real;longitud;Stock;Pedidos
510386.113;Marco balconera 3 SA High-Design Slide Bco-Turn/Bco Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.108;Marco balconera 3 SA High-Design Slide Bco-Sheff A./Sheff A. Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.109;Marco balconera 3 SA High-Design Slide Bco-Bco/Sheff A. Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.110;Marco balconera 3 SA High-Design Slide Bco-Sheff A./Bco Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.091;Marco balconera 3 SA High-Design Slide Mar-Hab/Hab Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.092;Marco balconera 3 SA High-Design Slide Bco-Bco/Hab Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.093;Marco balconera 3 SA High-Design Slide Bco-Hab/Bco Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.114;Marco balconera 3 SA High-Design Slide Mar-Tit/Tit Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.115;Marco balconera 3 SA High-Design Slide Bco-Bco/Tit Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.116;Marco balconera 3 SA High-Design Slide Bco-Tit/Bco Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.128;Marco balconera 3 SA High-Design Slide Mar-Ant M/Ant MPres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.129;Marco balconera 3 SA High-Design Slide Bco-Bco/Ant M Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.130;Marco balconera 3 SA High-Design Slide Bco-Ant M/Bco Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.101;Marco balconera 3 SA High-Design Slide Mar-Black S/Black SPres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.131;Marco balconera 3 SA High-Design Slide Bco-Bco/Black S Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.132;Marco balconera 3 SA High-Design Slide Bco-Black S/Bco Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.120;Marco balconera 3 SA High-Design Slide Mar-Nut/NutPres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.122;Marco balconera 3 SA High-Design Slide Bco-Bco/Nut Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.123;Marco balconera 3 SA High-Design Slide Bco-Nut/Bco Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.124;Marco balconera 3 SA High-Design Slide Mar-Qrz/QrzPres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.125;Marco balconera 3 SA High-Design Slide Bco-Bco/Qrz Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
510386.127;Marco balconera 3 SA High-Design Slide Bco-Qrz/Bco Pres. 6,2 m.;Marco;;;;6.2;0.0;0.0
500486.100;Hoja balconera SA High-Design Slide Blanco Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.077;Hoja balconera SA High-Design Slide Mar-Rob/Rob Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.068;Hoja balconera SA High-Design Slide Bco-Bco/Rob Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.069;Hoja balconera SA High-Design Slide Bco-Rob/Bco Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.062;Hoja balconera SA High-Design Slide Mar-Nog/Nog Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.063;Hoja balconera SA High-Design Slide Bco-Bco/Nog Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.064;Hoja balconera SA High-Design Slide Bco-Nog/Bco Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.070;Hoja balconera SA High-Design Slide Mar-Ant L/Ant L Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.071;Hoja balconera SA High-Design Slide Bco-Bco/Ant L Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.072;Hoja balconera SA High-Design Slide Bco-Ant L/Bco Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.059;Hoja balconera SA High-Design Slide Mar-B.Brow/B.Brow Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.060;Hoja balconera SA High-Design Slide Bco-Bco/B.Brow Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.061;Hoja balconera SA High-Design Slide Bco-B.Brow/Bco Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.085;Hoja balconera SA High-Design Slide Mar-Win/Win Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.057;Hoja balconera SA High-Design Slide Bco-Bco/Win Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.058;Hoja balconera SA High-Design Slide Bco-Win/Bco Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.019;Hoja balconera SA High-Design Slide Mar-Mon/Mon Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.017;Hoja balconera SA High-Design Slide Bco-Bco/Mon Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.018;Hoja balconera SA High-Design Slide Bco-Mon/Bco Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.027;Hoja balconera SA High-Design Slide Mar-Negro M./Negro M. Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.028;Hoja balconera SA High-Design Slide Bco-Bco/Negro M. Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.029;Hoja balconera SA High-Design Slide Bco-Negro M./Bco Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.036;Hoja balconera SA High-Design Slide Mar-Turn/Turn Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.037;Hoja balconera SA High-Design Slide Bco-Bco/Turn Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.038;Hoja balconera SA High-Design Slide Bco-Turn/Bco Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.039;Hoja balconera SA High-Design Slide Bco-Sheff A./Sheff A. Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.034;Hoja balconera SA High-Design Slide Bco-Bco/Sheff A. Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.035;Hoja balconera SA High-Design Slide Bco-Sheff A./Bco Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.043;Hoja balconera SA High-Design Slide Mar-Hab/Hab Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.047;Hoja balconera SA High-Design Slide Bco-Bco/Hab Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.048;Hoja balconera SA High-Design Slide Bco-Hab/Bco Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.042;Hoja balconera SA High-Design Slide Mar-Tit/Tit Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.044;Hoja balconera SA High-Design Slide Bco-Bco/Tit Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.045;Hoja balconera SA High-Design Slide Bco-Tit/Bco Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.129;Hoja balconera SA High-Design Slide Mar-Ant M/Ant M Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.130;Hoja balconera SA High-Design Slide Bco-Bco/Ant M Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.132;Hoja balconera SA High-Design Slide Bco-Ant M/Bco Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.133;Hoja balconera SA High-Design Slide Mar-Black S/Black S Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.134;Hoja balconera SA High-Design Slide Bco-Bco/Black S Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.135;Hoja balconera SA High-Design Slide Bco-Black S/Bco Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.122;Hoja balconera SA High-Design Slide Mar-Nut/Nut Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.123;Hoja balconera SA High-Design Slide Bco-Bco/Nut Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.124;Hoja balconera SA High-Design Slide Bco-Nut/Bco Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.125;Hoja balconera SA High-Design Slide Mar-Qrz/Qrz Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.127;Hoja balconera SA High-Design Slide Bco-Bco/Qrz Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510486.128;Hoja balconera SA High-Design Slide Bco-Qrz/Bco Pres. 5,8 m.;Hoja;;;;5.8;0.0;0.0
510063.159;Remate central 2 Euro-Design Slide Bco-Negro M. Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510463.038;Remate central 7 High-Design Slide Mar-Rob Pres. 5,8 m.;;;;;5.8;0.0;0.0
510063.119;Remate central 2 Euro-Design Slide Bco-Mon Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510063.188;Remate central 2 Euro-Design Slide Bco-Hab Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510063.259;Remate central 2 Euro-Design Slide Bco-Black S Pres. 5,8m.;;Euro-Design Slide;;;5.8;0.0;0.0
510063.198;Remate central 2 Euro-Design Slide Bco-B.Brow Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510063.257;Remate central 2 Euro-Design Slide Bco-Ant M Pres. 5,8m.;;Euro-Design Slide;;;5.8;0.0;0.0
510063.210;Remate central 2 Euro-Design Slide Bco-Ant L Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
500724.001;Remate central 1 EX Exelis Slide Blanco Pres. 5,8 m.- PRECIO NETO;;;;;5.8;0.0;0.0
510463.034;Remate central 7 High-Design Slide Mar-Win Pres. 5,8 m.;;;;;5.8;0.0;0.0
510053.649;Remate central 1 Euro-Design Slide Mar-Win Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510463.015;Remate central 7 High-Design Slide Mar-Mon Pres. 5,8 m.;;;;;5.8;0.0;0.0
510053.016;Remate central 1 Euro-Design Slide Mar-Tit Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510463.020;Remate central 7 High-Design Slide Mar-Negro M. Pres. 5,8 m.;;;;;5.8;0.0;0.0
510053.080;Remate central 1 Euro-Design Slide Mar-Rob Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510053.044;Remate central 1 Euro-Design Slide Mar-Nog Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510053.005;Remate central 1 Euro-Design Slide Mar-Negro M. Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510053.002;Remate central 1 Euro-Design Slide Mar-Mon Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510463.029;Remate central 7 High-Design Slide Mar-Hab Pres. 5,8 m.;;;;;5.8;0.0;0.0
510053.015;Remate central 1 Euro-Design Slide Mar-Hab Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510463.028;Remate central 7 High-Design Slide Mar-Tit Pres. 5,8 m.;;;;;5.8;0.0;0.0
510053.037;Remate central 1 Euro-Design Slide Mar-B.Brow Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510463.063;Remate central 7 High Design Slide Mar-Ant M Pres. 5,8 m.;;;;;5.8;0.0;0.0
510463.064;Remate central 7 High Design Slide Bco-Ant M Pres. 5,8 m.;;;;;5.8;0.0;0.0
510463.065;Remate central 7 High Design Slide Mar-Black S Pres. 5,8 m.;;;;;5.8;0.0;0.0
510463.068;Remate central 7 High Design Slide Bco-Black S Pres. 5,8 m.;;;;;5.8;0.0;0.0
510463.058;Remate central 7 High Design Slide Mar-Nut Pres. 5,8 m.;;;;;5.8;0.0;0.0
510463.060;Remate central 7 High Design Slide Bco-Nut Pres. 5,8 m.;;;;;5.8;0.0;0.0
510463.061;Remate central 7 High Design Slide Mar-Qrz Pres. 5,8 m.;;;;;5.8;0.0;0.0
510463.062;Remate central 7 High Design Slide Bco-Qrz Pres. 5,8 m.;;;;;5.8;0.0;0.0
510053.063;Remate central 1 Euro-Design Slide Mar-Ant L Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
500053.100;Remate central 1 Euro-Design Slide Blanco Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510053.033;Remate central 1 Euro-Design Slide Bco-Win Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510053.017;Remate central 1 Euro-Design Slide Bco-Tit Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510053.060;Remate central 1 Euro-Design Slide Bco-Rob Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510053.087;Remate central 1 Euro-Design Slide Bco-Qrz Pres. 5,8m.;;Euro-Design Slide;;;5.8;0.0;0.0
510053.084;Remate central 1 Euro-Design Slide Bco-Nut Pres. 5,8m.;;Euro-Design Slide;;;5.8;0.0;0.0
510053.048;Remate central 1 Euro-Design Slide Bco-Nog Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510053.008;Remate central 1 Euro-Design Slide Bco-Negro M. Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510053.001;Remate central 1 Euro-Design Slide Bco-Mon Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510053.018;Remate central 1 Euro-Design Slide Bco-Hab Pres. 5,8 m.;;Euro-Design Slide;;;5.8;0.0;0.0
510053.091;Remate central 1 Euro-Design Slide Bco-Black S Pres. 5,8m.;;Euro-Design Slide;;;5.8;0.0;0.0
571213.080;Tapa remate central 7 High Design Slide Bco-Ant M Pres. 6 m.;;;;;6.0;0.0;0.0
571213.081;Tapa remate central 7 High Design Slide Bco-Black S Pres. 6 m.;;;;;6.0;0.0;0.0
571213.078;Tapa remate central 7 High Design Slide Bco-Nut Pres. 6 m.;;;;;6.0;0.0;0.0
571213.079;Tapa remate central 7 High Design Slide Bco-Qrz Pres. 6 m.;;;;;6.0;0.0;0.0
320084.001;Pieza estanqueidad 62 para marco 2 SA - 3 SA  High-Design Slide Blanco Pres. 200 u.;;;;;;0.0;0.0
320084.003;Pieza estanqueidad 62 para marco 2 SA - 3 SA  High-Design Slide Marron Pres. 200 u.;;;;;;0.0;0.0
320084.005;Pieza estanqueidad 62 para marco 2 SA - 3 SA  High-Design Slide Negro Pres. 200 u.;;;;;;0.0;0.0
215248.001;Pieza estanqueidad 62-1 para marco 3 SA High-Design Slide Blanco Pres. 200 u.;;;;;;0.0;0.0
215248.003;Pieza estanqueidad 62-1 para marco 3 SA High-Design Slide Marron Pres. 200 u.;;;;;;0.0;0.0
215248.005;Pieza estanqueidad 62-1 para marco 3 SA High-Design Slide Negro Pres. 200 u.;;;;;;0.0;0.0
320094.003;Rueda ajustable 4 (Maximo 90 kg por rueda) para hoja balconera SA High-Design Slide Pres. 4 u.;;;;;;0.0;0.0
320078.001;Refuerzo 55x15/2 mm para marco 2 SA - 3 SA High-Design Slide Pres. 5,8 m.;Refuerzo;;;;2.0;0.0;0.0
320077.001;Refuerzo 52x43x39/2 mm para hoja balconera SA High-Design Slide Pres. 5,8 m.;Refuerzo;;;;2.0;0.0;0.0
320098.001;Refuerzo 52x43x39/3 mm para hoja balconera SA High-Design Slide Pres. 5,8 m.;Refuerzo;;;;3.0;0.0;0.0
536570.474;Marco PULS SYNEGO Blanco Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.049;Marco PULS SYNEGO Bco-Rob/Rob Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.050;Marco PULS SYNEGO Bco-Bco/Rob Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.051;Marco PULS SYNEGO Bco-Rob/Bco Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.046;Marco PULS SYNEGO Bco-Nog/Nog Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.047;Marco PULS SYNEGO Bco-Bco/Nog Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.048;Marco PULS SYNEGO Bco-Nog/Bco Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.055;Marco PULS SYNEGO Bco-Ant L/Ant L Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.056;Marco PULS SYNEGO Bco-Bco/Ant L Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.057;Marco PULS SYNEGO Bco-Ant L/Bco Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.052;Marco PULS SYNEGO Bco-B.Brow/B.Brow Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.053;Marco PULS SYNEGO Bco-Bco/B.Brow Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.054;Marco PULS SYNEGO Bco-B.Brow/Bco Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.043;Marco PULS SYNEGO Bco-Win/Win Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.044;Marco PULS SYNEGO Bco-Bco/Win Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.045;Marco PULS SYNEGO Bco-Win/Bco Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.009;Marco PULS SYNEGO Bco-Mon/Mon Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.025;Marco PULS SYNEGO Bco-Bco/Mon Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.040;Marco PULS SYNEGO Bco-Mon/Bco Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.010;Marco PULS SYNEGO Bco-Negro M./Negro M. Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.024;Marco PULS SYNEGO Bco-Bco/Negro M. Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.037;Marco PULS SYNEGO Bco-Negro M./Bco Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.014;Marco PULS SYNEGO Bco-Turn/Turn Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.027;Marco PULS SYNEGO Bco-Bco/Turn Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.039;Marco PULS SYNEGO Bco-Turn/Bco Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.011;Marco PULS SYNEGO Bco-Scheff A./Scheff A. Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.026;Marco PULS SYNEGO Bco-Bco/Scheff A. Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.038;Marco PULS SYNEGO Bco-Scheff A./Bco Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.012;Marco PULS SYNEGO Bco-Hab/Hab Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.029;Marco PULS SYNEGO Bco-Bco/Hab Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.041;Marco PULS SYNEGO Bco-Hab/Bco Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.013;Marco PULS SYNEGO Bco-Tit/Tit Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.028;Marco PULS SYNEGO Bco-Bco/Tit Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.042;Marco PULS SYNEGO Bco-Tit/Bco Pres. 6,8 m.;Marco;Synego;;;6.8;0.0;0.0
500966.065;Marco Plus Synego HST Bco - Ant M/Ant M. x 6,8 m;Marco;Synego;;;6.8;0.0;0.0
500966.066;Marco Plus Synego HST Bco-Bco/Ant M  x 6,8 m;Marco;Synego;;;6.8;0.0;0.0
500966.067;Marco Plus Synego HST Bco-Ant M/Bco  x 6,8 m;Marco;Synego;;;6.8;0.0;0.0
500966.068;Marco Plus Synego HST Bco - Black S/Black S. x 6,8 m;Marco;Synego;;;6.8;0.0;0.0
500966.069;Marco Plus Synego HST Bco-Bco/Black S  x 6,8 m;Marco;Synego;;;6.8;0.0;0.0
500966.070;Marco Plus Synego HST Bco-Black S/Bco  x 6,8 m;Marco;Synego;;;6.8;0.0;0.0
500966.059;Marco Plus Synego HST Bco - Nut/Nut. x 6,8 m;Marco;Synego;;;6.8;0.0;0.0
500966.060;Marco Plus Synego HST Bco-Bco/Nut  x 6,8 m;Marco;Synego;;;6.8;0.0;0.0
500966.061;Marco Plus Synego HST Bco-Nut/Bco  x 6,8 m;Marco;Synego;;;6.8;0.0;0.0
500966.062;Marco Plus Synego HST Bco - Qrz/Qrz. x 6,8 m;Marco;Synego;;;6.8;0.0;0.0
500966.063;Marco Plus Synego HST Bco-Bco/Qrz  x 6,8 m;Marco;Synego;;;6.8;0.0;0.0
500966.064;Marco Plus Synego HST Bco-Qrz/Bco  x 6,8 m;Marco;Synego;;;6.8;0.0;0.0
536585.701;Hoja 40 HST SYNEGO Blanco Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.049;Hoja 40 HST SYNEGO Bco-Rob/Rob Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.050;Hoja 40 HST SYNEGO Bco-Bco/Rob Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.051;Hoja 40 HST SYNEGO Bco-Rob/Bco Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.046;Hoja 40 HST SYNEGO Bco-Nog/Nog Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.047;Hoja 40 HST SYNEGO Bco-Bco/Nog Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.048;Hoja 40 HST SYNEGO Bco-Nog/Bco Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.055;Hoja 40 HST SYNEGO Bco-Ant L/Ant L Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.056;Hoja 40 HST SYNEGO Bco-Bco/Ant L Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.057;Hoja 40 HST SYNEGO Bco-Ant L/Bco Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.052;Hoja 40 HST SYNEGO Bco-B.Brow/B.Brow Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.053;Hoja 40 HST SYNEGO Bco-Bco/B.Brow Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.054;Hoja 40 HST SYNEGO Bco-B.Brow/Bco Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.043;Hoja 40 HST SYNEGO Bco-Win/Win Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.044;Hoja 40 HST SYNEGO Bco-Bco/Win Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.045;Hoja 40 HST SYNEGO Bco-Win/Bco Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.009;Hoja 40 HST SYNEGO Bco-Mon/Mon Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.025;Hoja 40 HST SYNEGO Bco-Bco/Mon Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.038;Hoja 40 HST SYNEGO Bco-Mon/Bco Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.010;Hoja 40 HST SYNEGO Bco-Negro M./Negro M. Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.024;Hoja 40 HST SYNEGO Bco-Bco/Negro M. Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.035;Hoja 40 HST SYNEGO Bco-Negro M./Bco Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.014;Hoja 40 HST SYNEGO Bco-Turn/Turn Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.027;Hoja 40 HST SYNEGO Bco-Bco/Turn Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.037;Hoja 40 HST SYNEGO Bco-Turn/Bco Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.011;Hoja 40 HST SYNEGO Bco-Scheff A./Scheff A. Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.026;Hoja 40 HST SYNEGO Bco-Bco/Scheff A. Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.036;Hoja 40 HST SYNEGO Bco-Scheff A./Bco Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.012;Hoja 40 HST SYNEGO Bco-Hab/Hab Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.041;Hoja 40 HST SYNEGO Bco-Bco/Hab Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.040;Hoja 40 HST SYNEGO Bco-Hab/Bco Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.013;Hoja 40 HST SYNEGO Bco-Tit/Tit Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500927.042;Hoja 40 HST SYNEGO Bco-Bco/Tit Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.039;Hoja 40 HST SYNEGO Bco-Tit/Bco Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.064;Hoja 40 HST SYNEGO Bco -Ant M/Ant M  6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.065;Hoja 40 HST SYNEGO Bco-Bco/Ant M 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.066;Hoja 40 HST SYNEGO Bco-Ant M/Bco 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.067;Hoja 40 HST SYNEGO Bco -Black S/Black S  6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.068;Hoja 40 HST SYNEGO Bco-Bco/Black S 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.069;Hoja 40 HST SYNEGO Bco-Black S/Bco 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.058;Hoja 40 HST SYNEGO Bco -Nut/Nut  6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.059;Hoja 40 HST SYNEGO Bco-Bco/Nut 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.060;Hoja 40 HST SYNEGO Bco-Nut/Bco 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.061;Hoja 40 HST SYNEGO Bco -Qrz/Qrz  6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.062;Hoja 40 HST SYNEGO Bco-Bco/Qrz 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500967.063;Hoja 40 HST SYNEGO Bco-Qrz/Bco 6 m.;Hoja;Synego;;;6.0;0.0;0.0
536545.474;Hoja 101 HST SYNEGO Blanco Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500968.049;Hoja 101 HST SYNEGO Bco-Rob/Rob Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500968.050;Hoja 101 HST SYNEGO Bco-Bco/Rob Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500968.051;Hoja 101 HST SYNEGO Bco-Rob/Bco Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
500968.046;Hoja 101 HST SYNEGO Bco-Nog/Nog Pres. 6 m.;Hoja;Synego;;;6.0;0.0;0.0
